id	type	
ChIJReMkcU03XhMRHtlq-RGG_Mc	cafe
ChIJReMkcU03XhMRHtlq-RGG_Mc	establishment
ChIJReMkcU03XhMRHtlq-RGG_Mc	food
ChIJReMkcU03XhMRHtlq-RGG_Mc	point_of_interest
ChIJReMkcU03XhMRHtlq-RGG_Mc	store
ChIJs13fMVdJXhMRdfoTBribjjc	cafe
ChIJs13fMVdJXhMRdfoTBribjjc	establishment
ChIJs13fMVdJXhMRdfoTBribjjc	food
ChIJs13fMVdJXhMRdfoTBribjjc	point_of_interest
ChIJs26l3KI3XhMR7NBzdimtWlc	establishment
ChIJs26l3KI3XhMR7NBzdimtWlc	food
ChIJs26l3KI3XhMR7NBzdimtWlc	grocery_or_supermarket
ChIJs26l3KI3XhMR7NBzdimtWlc	point_of_interest
ChIJs26l3KI3XhMR7NBzdimtWlc	store
ChIJs26l3KI3XhMR7NBzdimtWlc	supermarket
ChIJS8X0pWY3XhMRzrGX7803y-8	cafe
ChIJS8X0pWY3XhMRzrGX7803y-8	establishment
ChIJS8X0pWY3XhMRzrGX7803y-8	food
ChIJS8X0pWY3XhMRzrGX7803y-8	point_of_interest
ChIJSap7relJXhMRUkopSQsXwuI	electronics_store
ChIJSap7relJXhMRUkopSQsXwuI	establishment
ChIJSap7relJXhMRUkopSQsXwuI	point_of_interest
ChIJSap7relJXhMRUkopSQsXwuI	store
ChIJsTB4eiQ2XhMRYHsB0svbUhI	car_repair
ChIJsTB4eiQ2XhMRYHsB0svbUhI	establishment
ChIJsTB4eiQ2XhMRYHsB0svbUhI	point_of_interest
ChIJsVkvueNJXhMRB3fJo2F0Eg8	cafe
ChIJsVkvueNJXhMRB3fJo2F0Eg8	establishment
ChIJsVkvueNJXhMRB3fJo2F0Eg8	food
ChIJsVkvueNJXhMRB3fJo2F0Eg8	point_of_interest
ChIJSWbYERM3XhMRX5qduCDaczY	establishment
ChIJSWbYERM3XhMRX5qduCDaczY	food
ChIJSWbYERM3XhMRX5qduCDaczY	grocery_or_supermarket
ChIJSWbYERM3XhMRX5qduCDaczY	point_of_interest
ChIJSWbYERM3XhMRX5qduCDaczY	store
ChIJSxcz2FI2XhMRkB05AbcRmlI	establishment
ChIJSxcz2FI2XhMRkB05AbcRmlI	health
ChIJSxcz2FI2XhMRkB05AbcRmlI	point_of_interest
ChIJt-jvWxk2XhMRmqTBLN1y4Fg	cafe
ChIJt-jvWxk2XhMRmqTBLN1y4Fg	establishment
ChIJt-jvWxk2XhMRmqTBLN1y4Fg	food
ChIJt-jvWxk2XhMRmqTBLN1y4Fg	point_of_interest
ChIJt7LpHPs3XhMRn1RE73k4Bbs	establishment
ChIJt7LpHPs3XhMRn1RE73k4Bbs	food
ChIJt7LpHPs3XhMRn1RE73k4Bbs	grocery_or_supermarket
ChIJt7LpHPs3XhMRn1RE73k4Bbs	point_of_interest
ChIJt7LpHPs3XhMRn1RE73k4Bbs	store
ChIJTyCVWvA3XhMRnNgdFRaTWE8	car_repair
ChIJTyCVWvA3XhMRnNgdFRaTWE8	establishment
ChIJTyCVWvA3XhMRnNgdFRaTWE8	point_of_interest
ChIJu-vWGU03XhMRQPtHWoqT688	bakery
ChIJu-vWGU03XhMRQPtHWoqT688	establishment
ChIJu-vWGU03XhMRQPtHWoqT688	food
ChIJu-vWGU03XhMRQPtHWoqT688	point_of_interest
ChIJu-vWGU03XhMRQPtHWoqT688	store
ChIJU2cC_5A3XhMRTltBi0TpJVo	casino
ChIJU2cC_5A3XhMRTltBi0TpJVo	establishment
ChIJU2cC_5A3XhMRTltBi0TpJVo	point_of_interest
ChIJu8vyBuJJXhMRfm0zkEgJDWU	establishment
ChIJu8vyBuJJXhMRfm0zkEgJDWU	gym
ChIJu8vyBuJJXhMRfm0zkEgJDWU	health
ChIJu8vyBuJJXhMRfm0zkEgJDWU	point_of_interest
ChIJU9iH_p83XhMRvlOk16boN8k	establishment
ChIJU9iH_p83XhMRvlOk16boN8k	food
ChIJU9iH_p83XhMRvlOk16boN8k	point_of_interest
ChIJU9iH_p83XhMRvlOk16boN8k	restaurant
ChIJU9lb5SQ2XhMRC-mT4k-qJ5I	cafe
ChIJU9lb5SQ2XhMRC-mT4k-qJ5I	establishment
ChIJU9lb5SQ2XhMRC-mT4k-qJ5I	food
ChIJU9lb5SQ2XhMRC-mT4k-qJ5I	point_of_interest
ChIJUb5ZXC82XhMRXaOkeHvXc_Y	car_repair
ChIJUb5ZXC82XhMRXaOkeHvXc_Y	establishment
ChIJUb5ZXC82XhMRXaOkeHvXc_Y	point_of_interest
ChIJUb5ZXC82XhMRXaOkeHvXc_Y	store
ChIJUf_lbyY2XhMRg9OS_Tm8jC4	car_dealer
ChIJUf_lbyY2XhMRg9OS_Tm8jC4	establishment
ChIJUf_lbyY2XhMRg9OS_Tm8jC4	point_of_interest
ChIJUf_lbyY2XhMRg9OS_Tm8jC4	store
ChIJU_nWAOk3XhMRiIye0cMSMTE	establishment
ChIJU_nWAOk3XhMRiIye0cMSMTE	point_of_interest
ChIJV-Z3PRw2XhMRP_npsTE0kOI	establishment
ChIJV-Z3PRw2XhMRP_npsTE0kOI	food
ChIJV-Z3PRw2XhMRP_npsTE0kOI	point_of_interest
ChIJV-Z3PRw2XhMRP_npsTE0kOI	store
ChIJv6i6xt9JXhMRVp9vNGd6MLY	establishment
ChIJv6i6xt9JXhMRVp9vNGd6MLY	food
ChIJv6i6xt9JXhMRVp9vNGd6MLY	grocery_or_supermarket
ChIJv6i6xt9JXhMRVp9vNGd6MLY	point_of_interest
ChIJv6i6xt9JXhMRVp9vNGd6MLY	store
ChIJv6i6xt9JXhMRVp9vNGd6MLY	supermarket
ChIJvdLwXS1JXhMRif9ab2ps-gA	clothing_store
ChIJvdLwXS1JXhMRif9ab2ps-gA	establishment
ChIJvdLwXS1JXhMRif9ab2ps-gA	point_of_interest
ChIJvdLwXS1JXhMRif9ab2ps-gA	store
ChIJVeODuCE2XhMRcDFqFETdzdw	car_repair
ChIJVeODuCE2XhMRcDFqFETdzdw	establishment
ChIJVeODuCE2XhMRcDFqFETdzdw	point_of_interest
ChIJVeODuCE2XhMRcDFqFETdzdw	store
ChIJVfLnrMVJXhMRkzUAT7CxG4U	establishment
ChIJVfLnrMVJXhMRkzUAT7CxG4U	food
ChIJVfLnrMVJXhMRkzUAT7CxG4U	point_of_interest
ChIJVfLnrMVJXhMRkzUAT7CxG4U	store
ChIJVQ35PeJJXhMRfqL9-SJiiv0	establishment
ChIJVQ35PeJJXhMRfqL9-SJiiv0	point_of_interest
ChIJVQ35PeJJXhMRfqL9-SJiiv0	town_square
ChIJVzAMZC82XhMRbhndkrdgnck	establishment
ChIJVzAMZC82XhMRbhndkrdgnck	food
ChIJVzAMZC82XhMRbhndkrdgnck	grocery_or_supermarket
ChIJVzAMZC82XhMRbhndkrdgnck	point_of_interest
ChIJVzAMZC82XhMRbhndkrdgnck	store
ChIJVzAMZC82XhMRbhndkrdgnck	supermarket
ChIJw1cp-C9JXhMR8v9XtGbMjCc	establishment
ChIJw1cp-C9JXhMR8v9XtGbMjCc	hair_care
ChIJw1cp-C9JXhMR8v9XtGbMjCc	point_of_interest
ChIJw3Fe5Cc2XhMRHcQgQkfA6ok	establishment
ChIJw3Fe5Cc2XhMRHcQgQkfA6ok	home_goods_store
ChIJw3Fe5Cc2XhMRHcQgQkfA6ok	point_of_interest
ChIJw3Fe5Cc2XhMRHcQgQkfA6ok	store
ChIJW42MUT03XhMRGUH6OjHcTac	car_repair
ChIJW42MUT03XhMRGUH6OjHcTac	establishment
ChIJW42MUT03XhMRGUH6OjHcTac	point_of_interest
ChIJW666Vxk2XhMRo_D2yOU6YsY	car_repair
ChIJW666Vxk2XhMRo_D2yOU6YsY	establishment
ChIJW666Vxk2XhMRo_D2yOU6YsY	point_of_interest
ChIJw7aMQeJJXhMR4F6A4HR7Kio	cafe
ChIJw7aMQeJJXhMR4F6A4HR7Kio	establishment
ChIJw7aMQeJJXhMR4F6A4HR7Kio	food
ChIJw7aMQeJJXhMR4F6A4HR7Kio	point_of_interest
ChIJwdFpF-JJXhMRFRwIQP7phY8	establishment
ChIJwdFpF-JJXhMRFRwIQP7phY8	food
ChIJwdFpF-JJXhMRFRwIQP7phY8	grocery_or_supermarket
ChIJwdFpF-JJXhMRFRwIQP7phY8	point_of_interest
ChIJwdFpF-JJXhMRFRwIQP7phY8	store
ChIJwdFpF-JJXhMRFRwIQP7phY8	supermarket
ChIJWQ__HeBJXhMRAKH10ZawcdQ	bar
ChIJWQ__HeBJXhMRAKH10ZawcdQ	establishment
ChIJWQ__HeBJXhMRAKH10ZawcdQ	food
ChIJWQ__HeBJXhMRAKH10ZawcdQ	point_of_interest
ChIJWQ__HeBJXhMRAKH10ZawcdQ	restaurant
ChIJWz0kmCU2XhMR4zd8MYHwoOQ	car_repair
ChIJWz0kmCU2XhMR4zd8MYHwoOQ	establishment
ChIJWz0kmCU2XhMR4zd8MYHwoOQ	point_of_interest
ChIJWz0kmCU2XhMR4zd8MYHwoOQ	store
ChIJWzSxwiY2XhMR0MLasqi7eJs	establishment
ChIJWzSxwiY2XhMR0MLasqi7eJs	point_of_interest
ChIJx3OiIMg3XhMRFJiKIFiuXjs	establishment
ChIJx3OiIMg3XhMRFJiKIFiuXjs	food
ChIJx3OiIMg3XhMRFJiKIFiuXjs	point_of_interest
ChIJx3OiIMg3XhMRFJiKIFiuXjs	store
ChIJXw7utONJXhMRtc156JXTs80	bakery
ChIJXw7utONJXhMRtc156JXTs80	cafe
ChIJXw7utONJXhMRtc156JXTs80	establishment
ChIJXw7utONJXhMRtc156JXTs80	food
ChIJXw7utONJXhMRtc156JXTs80	point_of_interest
ChIJXw7utONJXhMRtc156JXTs80	store
ChIJXXD-Nt1JXhMRWCTJyMxS_Xg	clothing_store
ChIJXXD-Nt1JXhMRWCTJyMxS_Xg	establishment
ChIJXXD-Nt1JXhMRWCTJyMxS_Xg	point_of_interest
ChIJXXD-Nt1JXhMRWCTJyMxS_Xg	shoe_store
ChIJXXD-Nt1JXhMRWCTJyMxS_Xg	store
ChIJxyaKVWlJXhMRKU0T1zcjjBo	establishment
ChIJxyaKVWlJXhMRKU0T1zcjjBo	hair_care
ChIJxyaKVWlJXhMRKU0T1zcjjBo	point_of_interest
ChIJxZ_BF0lJXhMRgcQowKpjoQ8	cafe
ChIJxZ_BF0lJXhMRgcQowKpjoQ8	establishment
ChIJxZ_BF0lJXhMRgcQowKpjoQ8	food
ChIJxZ_BF0lJXhMRgcQowKpjoQ8	point_of_interest
ChIJY4432yU2XhMR2jrWEN7aWls	establishment
ChIJY4432yU2XhMR2jrWEN7aWls	health
ChIJY4432yU2XhMR2jrWEN7aWls	pharmacy
ChIJY4432yU2XhMR2jrWEN7aWls	point_of_interest
ChIJY4432yU2XhMR2jrWEN7aWls	store
ChIJYdZBLCY2XhMRZRAQwVO1aEg	establishment
ChIJYdZBLCY2XhMRZRAQwVO1aEg	point_of_interest
ChIJYdZBLCY2XhMRZRAQwVO1aEg	store
ChIJYQIxGyE2XhMRupS59ERDUNc	establishment
ChIJYQIxGyE2XhMRupS59ERDUNc	food
ChIJYQIxGyE2XhMRupS59ERDUNc	grocery_or_supermarket
ChIJYQIxGyE2XhMRupS59ERDUNc	point_of_interest
ChIJYQIxGyE2XhMRupS59ERDUNc	store
ChIJYQIxGyE2XhMRupS59ERDUNc	supermarket
ChIJyRizl0hJXhMRYIWm34jaikk	cafe
ChIJyRizl0hJXhMRYIWm34jaikk	establishment
ChIJyRizl0hJXhMRYIWm34jaikk	food
ChIJyRizl0hJXhMRYIWm34jaikk	point_of_interest
ChIJYW7ZL-hJXhMR9ve2dpMf5Io	establishment
ChIJYW7ZL-hJXhMR9ve2dpMf5Io	finance
ChIJYW7ZL-hJXhMR9ve2dpMf5Io	point_of_interest
ChIJYW7ZL-hJXhMR9ve2dpMf5Io	post_office
ChIJZSZOWxk2XhMRx_ZGHpVteCc	establishment
ChIJZSZOWxk2XhMRx_ZGHpVteCc	home_goods_store
ChIJZSZOWxk2XhMRx_ZGHpVteCc	point_of_interest
ChIJZSZOWxk2XhMRx_ZGHpVteCc	store
ChIJz_07-W03XhMRvRymy1Ccda0	cafe
ChIJz_07-W03XhMRvRymy1Ccda0	establishment
ChIJz_07-W03XhMRvRymy1Ccda0	food
ChIJz_07-W03XhMRvRymy1Ccda0	point_of_interest
ChIJ_7nx_mxJXhMRSrp68dDU67M	cafe
ChIJ_7nx_mxJXhMRSrp68dDU67M	establishment
ChIJ_7nx_mxJXhMRSrp68dDU67M	food
ChIJ_7nx_mxJXhMRSrp68dDU67M	point_of_interest
ChIJ_cM58sE3XhMRCHVgkJkjUeQ	establishment
ChIJ_cM58sE3XhMRCHVgkJkjUeQ	point_of_interest
